NO,Lon,Lat,lat,Alt,alt,Eco,month,flux,MMT,SWC
2121,109.08,18.75,1,820,1,Forest,8,1467.858257,24.95999334,0.175321132
2122,109.93,19.38,1,130-230,NAA,Cropland,11,1610.85888,23.89999336,0.255177647
2123,102.6,29.24,2,1145,2,Forest,6,1515.739366,13.67499359,0.101258759
2124,87.19,43.49,4,2080,3,Forest,8,1474.41039,12.18999362,0.093500338
2125,113.87,29.72,2,,NAA,Forest,8,1808.880466,27.58999328,0.532497709
2126,112.53,22.78,2,42.5,1,Forest,3,1478.794942,20.68999343,0.073598832
2127,123.81,43.28,4,,NAA,Forest,10,1480.085395,8.269993712,0.09531299
2128,102.6,33.9,3,3500<d2><d4><c9><cf>,NAA,Grassland,8,1483.154804,12.62999361,0.129236788
2129,120.75,33.03,3,,NAA,Forest,7,1684.186792,28.08999327,0.453617438
2130,117.33,31.24,3,,NAA,Cropland,4,1592.88336,17.30999351,0.315035462
2131,103,30.07,3,1026,2,Forest,7,1712.435075,20.03999345,0.131494243
2132,114.6,27.67,2,700,1,Forest,8,1746.032899,26.24999331,0.154753776
2133,108.05,34.08,3,,NAA,Cropland,3,1695.284804,3.559993817,0.053930867
2134,118.2,26.83,2,180m,NAA,Forest,5,1504.096906,23.1431752,0.111573281
2135,111.28,41.13,4,1570,2,Cropland,8,1510.993559,17.6799935,0.13047434
2136,105.62,32.61,3,1600~1700,NAA,Forest,7,1521.519005,21.70999341,0.127509359
2137,109.85,18.73,1,930<U+00A3><U+00BB>250,NAA,Forest,10,1529.470771,21.27908433,0.230745455
2138,120.12,30.35,3,,NAA,Forest,8,1539.972259,28.89181143,0.165729523
2139,112.66,37.53,3,802,1,Cropland,9,1544.699417,18.93499348,0.050452594
2140,126.63,47.87,4,240,1,Grassland,8,1541.121018,20.83999343,0.063811114
2141,125.45,51.03,5,,NAA,Forest,6,1542.46991,17.11999351,0.144911647
2142,121.93,31.57,3,3.8,1,Cropland,3,1550.780277,NaN,0.475735719
2143,112.63,36.8,3,2100-24000,NAA,Forest,8,1796.405351,21.80499341,0.065101304
2144,105.3,27.5,2,260<U+00A1><U+00AB>1004,NAA,Forest,9,1799.173582,16.16999354,0.126132727
2145,121.78,29.8,2,,NAA,Forest,9,2180.993809,23.58666004,0.192013338
2146,109.93,19.38,1,130-230,NAA,Cropland,6,1649.96352,27.87999327,0.147617668
2147,122.61,43.33,4,209,1,Forest,4,1556.103448,11.09999365,0.095634699
2148,127.2,49.22,4,,NAA,Forest,6,1556.73112,16.63999352,0.225578564
2149,119.7,30.45,3,,NAA,Forest,10,1558.019259,14.43999357,0.104345431
2150,119.66,30.46,3,380,1,Forest,5,2013.210305,16.87666019,0.147147937
2151,118.2,26.83,2,180m,NAA,Forest,6,1561.891041,25.86272059,0.138451702
2152,118.7,32.18,3,,NAA,Forest,6,1564.251195,24.14999336,NaN
2153,119.7,30.45,3,,NAA,Forest,5,1565.342555,16.63999352,0.085547624
2154,129.13,48.12,4,,NAA,Forest,7,1565.462682,20.24999344,0.267516285
2155,121.65,29.87,2,200,1,Forest,6,1565.720457,24.89999334,0.525725403
2156,114.6,27.67,2,700,1,Forest,7,1757.272959,26.41999331,0.221764532
2157,120.75,33.03,3,,NAA,Forest,8,1910.456455,26.00999332,0.340724563
2158,102.6,29.24,2,1145,2,Forest,9,1616.703132,12.38999362,0.10252253
2159,99.52,38.25,3,2600<U+00A1><U+00AA>4450,NAA,Grassland,8,1897.138904,0.609993883,0.174817189
2160,113.03,28.1,2,46-114,NAA,Forest,6,1572.600666,25.96999332,0.249396706
2161,109.85,18.73,1,930<U+00A3><U+00BB>250,NAA,Forest,5,1575.001817,23.51135701,0.209099957
2162,112.19,39.59,3,1348,2,Grassland,8,1580.884543,15.42999355,0.107352734
2163,121.93,31.57,3,3.8,1,Forest,5,1635.838546,NaN,0.464040707
2164,112.67,37.53,3,802.4,1,Cropland,7,2451.907794,24.71332668,0.057647655
2165,113.87,29.72,2,,NAA,Forest,6,1755.299884,24.91999334,0.589909056
2166,120.15,30.23,3,,NAA,Cropland,9,2271.111112,24.72999334,0.390460193
2167,124.77,46.7,4,145-155,NAA,Cropland,7,3025.813649,23.30999338,0.202022761
2168,129.13,48.12,4,,NAA,Forest,8,1594.245652,18.08999349,0.22595349
2169,119.7,30.23,3,,NAA,Forest,7,2259.544501,29.41961445,0.099095343
2170,102.57,32.82,3,3490,4,Grassland,9,1612.12032,7.916811901,0.287076889
2171,102.6,29.24,2,1145,2,Forest,8,1668.124472,14.69499357,0.126571995
2172,109.85,18.73,1,930<U+00A3><U+00BB>250,NAA,Forest,7,1620.21498,23.93544791,0.237654981
2173,102.6,33.9,3,3500<d2><d4><c9><cf>,NAA,Grassland,6,1621.791758,11.77999363,0.251970142
2174,112.63,36.8,3,2100-24000,NAA,Forest,7,1625.406121,22.66999339,0.079112359
2175,112.86,29.53,2,31,1,Forest,6,1624.571994,26.4899933,0.383795184
2176,123.81,43.28,4,,NAA,Forest,7,1758.564,25.82332665,0.122379474
2177,120,33.68,3,350,1,Forest,8,1964.06208,26.96544784,0.194506455
2178,100.08,37.73,3,3710-3800 ,NAA,Grassland,8,1833.843629,8.459993707,0.318102906
2179,87.19,43.49,4,2080,3,Forest,6,1646.424935,13.3599936,0.073152006
2180,114.03,31.49,3,,NAA,Forest,8,1738.741776,28.08999327,0.164689556
2181,119.05,26.02,2,,NAA,Cropland,8,1653.854752,26.28999331,0.080879778
2182,128.53,47.11,4,392,1,Forest,8,1724.164575,18.48999348,0.091448136
2183,111.67,40.75,4,1040,2,Cropland,7,1655.597594,22.76999339,0.093062796
2184,124.65,52.52,5,,NAA,Forest,6,1656.366589,14.59999357,0.16015652
2185,120.1,49.35,4,630-760,NAA,Grassland,6,1657.177778,16.31999353,0.2053096
2186,109.53,36.43,3,1245-1395,NAA,Forest,8,2087.228845,19.99999345,0.07244064
2187,125.48,51.37,5,650,1,Forest,6,1669.057709,16.85862988,0.162366729
2188,128.02,41.98,4,2189,3,Grassland,9,1858.903396,5.049993784,0.1176394
2189,105.3,27.5,2,260<U+00A1><U+00AB>1012,NAA,Forest,5,1902.15912,16.13999354,0.063323077
2190,126.8,45.82,4,130-150,NAA,Cropland,7,1705.626386,23.92999336,0.345435172
2191,109.93,19.38,1,130-230,NAA,Cropland,7,1766.016,26.8099933,0.114583626
2192,102.57,32.82,3,3490,4,Grassland,5,1695.37536,6.169084668,0.172274678
2193,118.7,32.18,3,,NAA,Forest,7,1841.520963,28.87999325,0.245316787
2194,120,33.68,3,350,1,Forest,7,2091.46752,27.49499328,0.314677695
2195,119.39,30.19,3,,NAA,Forest,7,2398.423528,28.23272054,0.086978354
2196,109.25,36.73,3,1010-1431,NAA,Forest,7,1719.79747,22.37362976,0.071405297
2197,124.42,50.72,5,,NAA,Forest,6,1712.161657,14.84999356,0.197737721
2198,123.81,43.28,4,,NAA,Forest,6,1712.482757,23.05999338,0.131232396
2199,128.1,42.4,4,922.5,1,Forest,8,1719.642312,18.42999348,0.106134266
2200,113.03,28.1,2,46-114,NAA,Forest,7,1714.577,30.23999322,0.133802064
2201,87.19,43.49,4,2080,3,Forest,7,1715.230753,16.23999353,0.075863868
2202,102.6,29.24,2,1145,2,Forest,7,1722.970622,16.01999354,0.190381073
2203,124,44.5,4,180-210,NAA,Cropland,7,1717.635316,23.72999337,0.177904204
2204,110.72,34.93,3,349,1,Cropland,6,1720.91733,25.61999332,0.084545756
2205,122.53,43.73,4,,NAA,Cropland,8,2328.616687,23.44888226,0.093093668
2206,125.48,51.37,5,650,1,Forest,7,1741.460716,19.31499346,0.195030957
2207,112.66,37.53,3,802,1,Cropland,6,1904.742138,21.86499341,0.053599822
2208,102.57,32.82,3,3490,4,Grassland,7,1755.92448,11.30772092,0.184647055
2209,112.86,29.53,2,31,1,Forest,5,1760.363968,22.3099934,0.302550605
2210,121.5,50.91,5,805,1,Grassland,7,1766.142144,16.30317535,0.353110313
2211,121.93,31.57,3,3.8,1,Forest,4,1916.947296,NaN,0.474382164
2212,110.72,34.93,3,349,1,Cropland,7,1772.27721,27.31999329,0.108945409
2213,124,44.5,4,180-210,NAA,Cropland,9,1773.220065,16.68999352,0.170013249
2214,124.57,52.27,5,,NAA,Forest,7,2653.896312,16.23999353,0.284771569
2215,111.28,41.13,4,1570,2,Cropland,9,1779.048969,12.90999361,0.118986444
2216,119.38,50.17,5,523,1,Grassland,8,1787.765748,18.35999349,0.215333536
2217,109.85,18.73,1,930<U+00A3><U+00BB>250,NAA,Forest,6,1787.903876,24.24635699,0.176034898
2218,121.53,31.65,3,,NAA,Cropland,9,1789.760085,23.86999336,0.414447459
2219,99.52,38.25,3,2600<U+00A1><U+00AA>4450,NAA,Grassland,7,1995.464914,2.146660515,0.157330195
2220,102.57,32.82,3,3490,4,Grassland,6,1805.12064,9.307266416,0.321158701
2221,103.7,30.45,3,,NAA,Cropland,4,1805.298478,14.41999357,0.124914003
2222,87.18,43.47,4,2200,3,Forest,8,1805.70721,13.90999359,0.087331779
2223,108.87,34.6,3,,NAA,Cropland,6,1974.967781,24.47999335,0.058446947
2224,119.17,32.3,3,69,1,Forest,7,1844.335656,29.76499323,0.419376091
2225,121.5,31.7,3,,NAA,Cropland,3,1825.029948,NaN,0.484087646
2226,117.73,26.51,2,100,1,Forest,6,1833.771727,26.02408422,0.082797297
2227,128.1,42.4,4,922.5,1,Forest,7,1848.207016,20.74999343,0.084811784
2228,105.3,27.5,2,260<U+00A1><U+00AB>1015,NAA,Forest,8,2448.724673,20.54999344,0.050335208
2229,104.58,27.58,2,600-1000,NAA,Forest,8,1842.755702,20.60999344,0.061996911
2230,109.93,19.38,1,130-230,NAA,Cropland,10,1916.12736,25.22999333,0.144062117
2231,119.7,30.23,3,,NAA,Cropland,5,1862.599783,21.31999342,0.218735451
2232,102.93,31.3,3,3023,4,Forest,7,2022.889334,1.914993854,0.077532358
2233,123.81,43.28,4,,NAA,Forest,8,2127.656159,22.54666006,0.125146014
2234,109.93,19.38,1,130-230,NAA,Cropland,8,1952.70912,27.53999328,0.114204913
2235,112.53,22.78,2,42.5,1,Forest,7,1897.980284,28.22999327,0.29382354
2236,108.37,25.3,2,,NAA,Forest,6,1929.813027,23.08090247,0.057582015
2237,128.02,41.98,4,2189,3,Grassland,8,2405.915499,11.09999365,0.166595593
2238,102.93,31.3,3,3023,4,Forest,9,2016.009441,-2.020006059,0.074268468
2239,120.15,30.23,3,,NAA,Cropland,7,2725.333333,28.60999326,0.397911727
2240,105.3,27.5,2,260<U+00A1><U+00AB>1013,NAA,Forest,6,2122.479392,17.9149935,0.071277831
2241,113.1,28.18,2,,NAA,Cropland,5,1914.472403,23.13999338,0.23688052
2242,108.37,25.3,2,,NAA,Forest,7,1998.716397,24.45681153,0.058773709
2243,104.58,27.58,2,600-1000,NAA,Forest,7,1921.802579,22.2099934,0.068282343
2244,121.93,31.57,3,3.8,1,Cropland,8,1940.391158,NaN,NaN
2245,117.33,31.24,3,,NAA,Cropland,8,2014.558772,28.99999325,0.234669849
2246,125.45,51.03,5,,NAA,Forest,7,1950.998607,19.95999345,0.1194271
2247,113.29,28.22,2,,NAA,Cropland,10,2167.808,18.32999349,0.117748765
2248,105.47,31.27,3,,NAA,Grassland,4,1956.407433,19.53999346,0.092838369
2249,120.15,30.23,3,,NAA,Cropland,8,2741.555556,26.8199933,0.395602018
2250,102.93,31.3,3,3023,4,Forest,6,1964.406453,-0.585006091,0.075302269
2251,87.18,43.47,4,2200,3,Forest,7,1965.606083,14.36999358,0.091962732
2252,112.53,22.78,2,42.5,1,Forest,9,1967.8464,27.41999328,0.298106045
2253,115.65,41.75,4,1400,2,Grassland,9,1987.257453,11.58999364,0.192354724
2254,112.53,22.78,2,42.5,1,Forest,8,2014.423811,27.91999327,0.408700764
2255,121.65,29.87,2,200,1,Forest,8,2018.182061,28.52999326,0.496824817
2256,126.1,46.43,4,,NAA,Cropland,7,2330.79722,23.93999336,0.166679516
2257,121.53,31.65,3,,NAA,Cropland,10,2043.5328,18.86999347,0.402114093
2258,106.4,29.8,2,266.3,1,Cropland,6,2057.924569,26.29999331,0.050065495
2259,125.45,51.03,5,,NAA,Forest,8,2078.197171,18.57999348,0.166427851
2260,119.66,30.46,3,380,1,Forest,7,2693.361093,25.73665999,0.078347059
2261,119.66,30.46,3,380,1,Forest,6,2876.156995,19.3533268,0.095510074
2262,124.57,52.27,5,,NAA,Forest,6,2484.839385,17.9599935,0.23733879
2263,118.85,29.93,2,,NAA,Forest,7,2683.898601,25.42999333,0.163645333
2264,109.93,19.38,1,130-230,NAA,Cropland,9,2126.78784,26.7599933,0.133263528
2265,119.66,30.46,3,380,1,Forest,8,2776.390335,24.77999334,0.068701905
2266,121.93,31.57,3,3.8,1,Forest,10,2241.322177,NaN,NaN
2267,121.93,31.57,3,3.8,1,Cropland,7,3892.595072,NaN,0.484607152
2268,102.93,31.3,3,3023,4,Forest,8,2497.6512,2.234993847,0.071248651
2269,112.66,37.53,3,802,1,Cropland,7,2388.670528,24.80999334,0.066108365
2270,121.5,50.91,5,805,1,Grassland,8,2213.448768,13.75453904,0.32635479
2271,122.25,53.4,5,500-800,NAA,Forest,8,2691.610845,15.26999356,0.336364567
2272,113.29,28.22,2,,NAA,Cropland,5,2282.605714,22.1499934,0.239113094
2273,119.7,30.23,3,,NAA,Cropland,4,2319.039926,16.96999352,0.094868552
2274,122.25,53.4,5,500-800,NAA,Forest,7,2694.513419,17.20999351,0.274907053
2275,105.3,27.5,2,260<U+00A1><U+00AB>1002,NAA,Forest,7,2618.992583,21.07499343,0.047913343
2276,108.87,34.6,3,,NAA,Cropland,7,2719.616705,28.55999326,0.046961378
2277,119.7,30.45,3,,NAA,Forest,9,2363.197254,19.57999346,0.153507693
2278,122.61,43.33,4,209,1,Forest,9,2376.415749,17.33999351,0.075596102
2279,119.05,26.02,2,,NAA,Cropland,6,2382.71562,25.35999333,0.075941436
2280,112.66,37.53,3,802,1,Cropland,8,2438.99908,23.41999338,0.048240437
2281,124.57,52.27,5,,NAA,Forest,8,2622.995447,14.03999358,0.309762066
2282,119.7,30.45,3,,NAA,Forest,8,2467.918787,22.48999339,0.106828571
2283,112.53,22.78,2,42.5,1,Forest,11,2480.186563,20.08999345,0.304415464
2284,114.03,31.49,3,,NAA,Forest,7,2493.049467,27.61999328,0.140986308
2285,126.8,45.83,4,,NAA,Cropland,6,2508.545455,21.59999341,0.21562551
2286,120.1,49.35,4,630-760,NAA,Grassland,7,2516.440581,19.29999347,0.328664571
2287,112.86,29.53,2,31,1,Forest,8,2543.558786,27.99999327,0.315520495
2288,103.7,30.45,3,,NAA,Cropland,7,2569.184863,25.25999333,0.245896526
2289,119.97,30.08,3,536.9,1,Forest,6,2575.231153,24.56999335,0.282547228
2290,119.97,30.08,3,536.9,1,Forest,9,2577.876557,25.96999332,0.283535845
2291,112.86,29.53,2,31,1,Forest,9,2587.873173,23.87999336,0.404441446
2292,121.93,31.57,3,3.8,1,Cropland,11,2594.083242,NaN,NaN
2293,106.4,29.8,2,266.3,1,Cropland,7,2626.685916,30.32999322,0.034304626
2294,119.7,30.45,3,,NAA,Forest,6,2637.26801,20.94999343,0.16324198
2295,112.53,22.78,2,42.5,1,Forest,5,2666.488637,27.46999328,0.179397002
2296,121.5,31.7,3,,NAA,Cropland,4,2678.863363,NaN,0.467754042
2297,114.42,34.23,3,,NAA,Cropland,8,2695.751522,27.49999328,0.137931153
2298,112.53,22.78,2,42.5,1,Forest,10,2701.421695,24.35999335,0.193333343
2299,119.7,30.45,3,,NAA,Forest,7,2718.096689,23.72999337,0.101657814
2300,128.8,48.2,4,,NAA,Forest,8,3197.7504,19.36999346,0.140809387
2301,125.47,51.37,5,500~800,NAA,Forest,8,2781.229219,16.14999354,0.188705328
2302,121.5,31.7,3,,NAA,Cropland,5,2784.763774,NaN,0.46123327
2303,119.97,30.08,3,536.9,1,Forest,7,2815.306536,29.06999325,0.284459445
2304,119.3,26.1,2,4,1,Cropland,8,2822.363535,28.37999326,0.388372421
2305,125.47,51.37,5,500~800,NAA,Forest,6,2859.174858,20.40999344,0.105553566
2306,122.53,43.73,4,,NAA,Grassland,7,4338.358817,24.18199335,0.098684255
2307,122.53,43.73,4,,NAA,Grassland,8,3578.455203,23.47199337,0.094755342
2308,121.5,50.91,5,805,1,Grassland,6,2964.257856,13.58453905,0.233269066
2309,119.3,26.1,2,4,1,Cropland,7,3728.54308,29.63499324,0.390734941
2310,112.53,22.78,2,42.5,1,Forest,6,3085.677763,27.92999327,0.20682773
2311,113.29,28.22,2,,NAA,Cropland,7,3116.891427,30.21999322,0.240183658
2312,119.3,26.1,2,4,1,Cropland,10,3117.948074,23.21999338,0.385784209
2313,126.8,45.83,4,,NAA,Cropland,5,3153.6,18.15999349,0.176441118
2314,105.63,34.62,3,1537.6,2,Forest,7,3181.80706,20.96999343,0.083588891
2315,126.8,45.83,4,,NAA,Cropland,7,3185.454545,23.92999336,0.345435172
2316,119.97,30.08,3,536.9,1,Forest,8,3227.591751,30.71999321,0.204174922
2317,113.29,28.22,2,,NAA,Cropland,8,4072.426667,29.62999323,0.151743354
2318,121.93,31.57,3,3.8,1,Cropland,10,3427.912742,NaN,NaN
2319,111.88,41.78,4,1450,2,Grassland,8,3428.860901,18.62999348,0.119154033
2320,119.7,30.23,3,,NAA,Cropland,7,3437.70322,29.28999324,0.234140104
2321,122.53,43.73,4,,NAA,Cropland,7,4678.762329,24.16726608,0.095933205
2322,125.47,51.37,5,500~800,NAA,Forest,7,3514.626651,18.50999348,0.194910462
2323,113.29,28.22,2,,NAA,Cropland,9,4186.112001,25.39999333,0.258778048
2324,123.81,43.28,4,,NAA,Forest,9,3654.05866,16.21999353,0.082870625
2325,121.93,31.57,3,3.8,1,Forest,9,3695.343069,NaN,NaN
2326,122.61,43.33,4,209,1,Forest,7,3740.867143,23.53999337,0.085554495
2327,111.28,41.13,4,1570,2,Cropland,10,3744.36341,4.599993794,0.09295914
2328,121.93,31.57,3,3.8,1,Cropland,9,3857.28169,NaN,NaN
2329,113.29,28.22,2,,NAA,Cropland,6,4017.920001,25.20999333,0.249468811
2330,122.61,43.33,4,209,1,Grassland,9,4051.299409,17.33999351,0.075596102
2331,105.63,34.62,3,1537.6,2,Grassland,7,4693.692096,20.96999343,0.083588891
2332,119.3,26.1,2,,NAA,Cropland,6,4910.813096,27.84999328,0.39162229
2333,111.28,41.13,4,1570,2,Cropland,11,4324.622066,-3.74000602,0.062509437
2334,122.62,44.17,4,,NAA,Forest,8,4424.741735,22.73999339,0.224223882
2335,119.3,26.1,2,4,1,Cropland,9,4437.945409,25.80999332,0.386770397
2336,121.93,31.57,3,3.8,1,Forest,8,5055.075735,NaN,NaN
2337,122.61,43.33,4,209,1,Grassland,8,4651.928462,22.58999339,0.128593251
2338,121.93,31.57,3,3.8,1,Forest,7,6090.380539,NaN,0.484607152
2339,122.62,44.17,4,,NAA,Forest,7,5327.149421,24.14999336,0.105727397
2340,122.61,43.33,4,209,1,Grassland,7,5332.827762,23.53999337,0.085554495
2341,101.2666667,21.93333333,2,756,1,Forest,1,522.6717511,17.39999351,0.081385822
2342,101.2666667,21.93333333,2,756,1,Forest,2,493.4385954,19.02399347,0.078280493
2343,101.2666667,21.93333333,2,756,1,Forest,3,563.8263925,21.41199342,0.064030727
2344,101.2666667,21.93333333,2,756,1,Forest,4,830.7867577,24.15832669,0.073195284
2345,101.2666667,21.93333333,2,756,1,Forest,5,899.4445562,25.25499333,0.076071285
2346,101.2666667,21.93333333,2,756,1,Forest,6,1051.746432,26.04165998,0.054884989
2347,101.2666667,21.93333333,2,756,1,Forest,7,1024.103728,25.56499333,0.047276932
2348,101.2666667,21.93333333,2,756,1,Forest,8,856.8288971,25.51999333,0.049924236
2349,101.2666667,21.93333333,2,756,1,Forest,9,953.2126799,24.65199335,0.0601143
2350,101.2666667,21.93333333,2,756,1,Forest,10,914.6565845,23.21599338,0.067574749
2351,101.2666667,21.93333333,2,756,1,Forest,11,731.9531183,20.03599345,0.065948562
2352,101.2666667,21.93333333,2,756,1,Forest,12,522.9691512,17.13599351,0.089470437
2353,91.25,32.25,3,4748,4,Grassland,6,758.105,8.3,0.142663884
2354,91.25,32.25,3,4748,4,Grassland,7,1982.68,10.4,0.208359397
2355,91.25,32.25,3,4748,4,Grassland,8,827.82,9.6,0.22496068
2356,101.25,24.75,2,2007,3,Forest,4,950.241,17.74,0.05043709
2357,101.25,24.75,2,2007,3,Forest,5,1206.78125,19.6,0.053331364
2358,101.25,24.75,2,2007,3,Forest,6,1127.363333,20.56666667,0.059028151
2359,101.25,24.75,2,2007,3,Forest,7,1479.43625,20.375,0.052078749
2360,101.25,24.75,2,2007,3,Forest,8,1482.0825,20.35,0.043776954
2361,101.25,24.75,2,2007,3,Forest,9,1147.10375,18.375,0.054749824
2362,101.25,24.75,2,2007,3,Forest,10,776.62875,16.175,0.060819002
2363,101.25,24.75,2,2007,3,Forest,11,504.3083333,12.5,0.068837572
2364,101.25,24.75,2,2007,3,Forest,1,358.52125,9.65,0.063907035
2365,101.25,24.75,2,2007,3,Forest,3,488.735,14.46666667,0.055213204
2366,101.25,24.75,2,2007,3,Forest,12,399.675,9.133333333,0.075307321
2367,101.25,24.75,2,2007,3,Forest,2,522.8625,13.7,0.051759377
2368,114.25,36.75,3,189,1,Cropland,12,20.805,-1,0.05497331
2369,114.25,36.75,3,189,1,Cropland,1,110.23,1.7,0.056306715
2370,114.25,36.75,3,189,1,Cropland,3,102.565,10.8,0.058049397
2371,114.25,36.75,3,189,1,Cropland,4,354.05,14.6,0.058651903
2372,114.25,36.75,3,189,1,Cropland,5,98.55,20.8,0.063812617
2373,114.25,36.75,3,189,1,Cropland,6,194.545,25.5,0.065969003
2374,114.25,36.75,3,189,1,Cropland,7,329.23,27.7,0.08557316
2375,114.25,36.75,3,189,1,Cropland,8,352.225,26.3,0.079909417
2376,114.25,36.75,3,189,1,Cropland,9,163.885,20.7,0.07852109
2377,125.25,42.75,4,354,1,Forest,1,59.13,-18.3,0.037825724
2378,125.25,42.75,4,354,1,Forest,2,75.92,-12.2,0.048465018
2379,125.25,42.75,4,354,1,Forest,3,200.02,3.9,0.076892296
2380,125.25,42.75,4,354,1,Forest,4,442.745,10.9,0.064607405
2381,125.25,42.75,4,354,1,Forest,5,504.43,12.6,0.159128934
2382,125.25,42.75,4,354,1,Forest,6,773.07,20.6,0.190778629
2383,125.25,42.75,4,354,1,Forest,7,984.77,23.5,0.198338702
2384,125.25,42.75,4,354,1,Forest,8,912.5,22.3,0.136369827
2385,125.25,42.75,4,354,1,Forest,9,592.395,14.6,0.134770665
2386,125.25,42.75,4,354,1,Forest,10,401.135,8.6,0.105980994
2387,125.25,42.75,4,354,1,Forest,11,153.3,-3.6,0.076021352
2388,125.25,42.75,4,354,1,Forest,12,86.14,-14.1,0.052035626
2389,111.75,33.25,3,256,1,Forest,1,230.315,0.5,0.058212831
2390,111.75,33.25,3,256,1,Forest,2,534.725,1.2,0.061013212
2391,111.75,33.25,3,256,1,Forest,3,761.39,9.2,0.066388379
2392,111.75,33.25,3,256,1,Forest,4,1027.84,18,0.066789674
2393,111.75,33.25,3,256,1,Forest,5,1239.175,21.2,0.10050845
2394,111.75,33.25,3,256,1,Forest,6,1798.72,27.2,0.099247558
2395,111.75,33.25,3,256,1,Forest,7,2039.62,26.9,0.14184543
2396,111.75,33.25,3,256,1,Forest,8,1638.485,24.2,0.174913682
2397,111.75,33.25,3,256,1,Forest,9,1146.465,21.5,0.165326505
2398,111.75,33.25,3,256,1,Forest,10,847.895,15.1,0.104847497
2399,111.75,33.25,3,256,1,Forest,11,555.895,11.4,0.065203463
2400,111.75,33.25,3,256,1,Forest,12,293.46,1.9,0.056799214
2401,112.25,33.75,3,1817,2,Forest,9,1146.221667,12.66666667,0.138055802
2402,112.25,33.75,3,1817,2,Forest,10,627.9825,8.45,0.068921002
2403,112.25,33.75,3,1817,2,Forest,11,473.77,0.9,0.056522966
2404,112.25,33.75,3,1817,2,Forest,3,346.2025,1.2,0.058997156
2405,112.25,33.75,3,1817,2,Forest,4,427.5975,7.5,0.058105595
2406,112.25,33.75,3,1817,2,Forest,5,864.32,11.9,0.096135429
2407,112.25,33.75,3,1817,2,Forest,6,1253.775,18.3,0.050056448
2408,112.25,33.75,3,1817,2,Forest,7,1375.685,18.5,0.055716867
2409,112.25,33.75,3,1817,2,Forest,8,1311.08,16.5,0.049950909
2410,116.75,43.75,4,1209,2,Grassland,7,605.6753846,21.00769231,0.195285119
2411,116.75,43.75,4,1209,2,Grassland,8,496.2175,19.23333333,0.174315644
2412,116.75,43.75,4,1209,2,Grassland,9,239.1358333,13.09166667,0.131323994
2413,116.75,43.75,4,1209,2,Grassland,10,154.1627273,3.372727273,0.106905465
2414,116.75,43.75,4,1209,2,Grassland,12,85.30571429,-15.81428571,0.04530756
2415,116.75,43.75,4,1209,2,Grassland,1,60.10333333,-17.4,0.041955771
2416,116.75,43.75,4,1209,2,Grassland,2,104.098,-14.38,0.039674699
2417,116.75,43.75,4,1209,2,Grassland,3,119.5983333,-3.677777778,0.105436757
2418,116.75,43.75,4,1209,2,Grassland,4,180.629375,5.6625,0.105086714
2419,116.75,43.75,4,1209,2,Grassland,5,275.502,11.97,0.094897716
2420,116.75,43.75,4,1209,2,Grassland,6,645.8840909,18.32727273,0.142860276
2421,104.25,35.75,3,2110,3,Cropland,6,321.565,15.7,0.090447165
2422,104.25,35.75,3,2110,3,Cropland,7,302.585,17.8,0.066598475
2423,104.25,35.75,3,2110,3,Cropland,8,662.11,18.3,0.077586614
2424,104.25,35.75,3,2110,3,Cropland,9,454.06,12.2,0.068808474
2425,104.25,35.75,3,2110,3,Cropland,10,283.605,5.9,0.093760915
2426,128.25,42.25,4,1137,2,Forest,1,94.77833333,-15.53333333,0.027964721
2427,128.25,42.25,4,1137,2,Forest,2,116.3741667,-10.98333333,0.031035465
2428,128.25,42.25,4,1137,2,Forest,3,198.925,-5.9,0.046709075
2429,128.25,42.25,4,1137,2,Forest,4,364.8783333,4.15,0.061247375
2430,128.25,42.25,4,1137,2,Forest,5,734.8058333,10.33333333,0.097073938
2431,128.25,42.25,4,1137,2,Forest,6,1333.553571,15.61428571,0.129561657
2432,128.25,42.25,4,1137,2,Forest,7,1679.73,17.57142857,0.15510351
2433,128.25,42.25,4,1137,2,Forest,8,1644.461875,16.6,0.112131299
2434,128.25,42.25,4,1137,2,Forest,9,1149.228571,11.78571429,0.136030811
2435,128.25,42.25,4,1137,2,Forest,10,434.5325,3.466666667,0.069593441
2436,128.25,42.25,4,1137,2,Forest,11,276.305,-4.9,0.054879907
2437,128.25,42.25,4,1137,2,Forest,12,153.9083333,-13.26666667,0.038039213
2438,106.75,33.25,3,739,1,Forest,4,474.135,13.2,0.06289953
2439,106.75,33.25,3,739,1,Forest,5,605.535,20.1,0.085645063
2440,106.75,33.25,3,739,1,Forest,6,870.525,20.9,0.191892739
2441,106.75,33.25,3,739,1,Forest,7,940.605,22.1,0.131105416
2442,106.75,33.25,3,739,1,Forest,8,1055.215,23.8,0.078866147
2443,106.75,33.25,3,739,1,Forest,9,765.77,17.4,0.093613088
2444,106.75,33.25,3,739,1,Forest,10,551.15,10.9,0.127801299
2445,106.75,33.25,3,739,1,Forest,11,316.455,6.7,0.061779901
2446,107.75,35.25,3,1202,2,Cropland,3,393.333125,7.0125,0.05714915
2447,107.75,35.25,3,1202,2,Cropland,4,579.5157143,13.58571429,0.052056502
2448,107.75,35.25,3,1202,2,Cropland,5,838.9785714,17.92857143,0.061468788
2449,107.75,35.25,3,1202,2,Cropland,6,876.6257143,22.21428571,0.061026663
2450,107.75,35.25,3,1202,2,Cropland,7,982.2671429,23.2,0.086762963
