,Lon,Lat,Alt,Eco,FROM,Region,flux,MAT
1220,-84.871083,32.399,,,SRDB,N-China,1255.6,18.25000016
1221,-84.777,32.372,,,SRDB,N-China,1427.15,18.25000016
1222,-84.7925,32.389,,,SRDB,N-China,1251.95,18.25000016
1223,-84.7852,32.366,,,SRDB,N-China,1299.4,18.25000016
1224,145.83,-17.12,,,SRDB,N-China,1284.8,22.45833365
1225,41.84,41.2,,,SRDB,N-China,512.825,11.35833359
1226,10.29,43.73,,,SRDB,N-China,843,14.97500018
1227,12.38,41.71,,,SRDB,N-China,1012,16.07500029
1228,-56.4,-16.5,,,SRDB,N-China,1461.5,26.80833364
1229,142.483,42.433,,,SRDB,N-China,1058.8212,7.800000187
1230,-3.45,40.31,,,SRDB,N-China,1791.72,14.86666683
1231,-76.92,37.33,,,SRDB,N-China,1194.48,16.28333378
1232,82.99,25.26,,,SRDB,N-China,237.5,27.42500035
1233,-70.08,-51.52,,,SRDB,N-China,945.68,7.616666853
1234,-70.98,-51.12,,,SRDB,N-China,825.23,7.533333595
1235,-72.14,-51.21,,,SRDB,N-China,1473.27,6.566666812
1236,-72.26,-51.22,,,SRDB,N-China,1912.27,6.566666812
1237,-72.27,-51.22,,,SRDB,N-China,1678.33,6.566666812
1238,-72.14,-51.22,,,SRDB,N-China,1476.26,6.566666812
1239,35.25,-15.5,,,SRDB,N-China,408,22.08333365
1240,-96.88,20.3,,,SRDB,N-China,1945.45,24.91666698
1241,137.41,36.13,,,SRDB,N-China,1095,9.133333453
1242,-47.02,-22.15,,,SRDB,N-China,488,21.4500006
1243,128.12,35.1,,,SRDB,N-China,365.65,13.90555581
1244,10.9,43.92,,,SRDB,N-China,1883.4,15.14166713
1245,127.04,37.54,,,SRDB,N-China,1214,11.65000013
1246,0.87,52.4,,,SRDB,N-China,1317.65,10.55000019
1247,0.67,52.5,,,SRDB,N-China,1281.15,10.55000019
1248,76.65,30.1,,,SRDB,N-China,1164.35,24.5333337
1249,36.92,36.9,,,SRDB,N-China,751.94,17.72500026
1250,-0.85,51.15,,,SRDB,N-China,905.523529411765,10.44313743
1251,111.84,-2.823,,,SRDB,N-China,1285,27.86666711
1252,84.99,23.7,,,SRDB,N-China,950.67,24.00000024
1253,-82.76,42.21,,,SRDB,N-China,933.94375,9.341666838
1254,-116.6,32.03,,,SRDB,N-China,481.95,16.06666708
1255,-5.93,37.35,,,SRDB,N-China,949.665,18.55833371
1256,-79.833,9.15,,,SRDB,N-China,1413.76666666667,26.8500004366667
1257,-79.1,36.97,,,SRDB,N-China,1111.25,14.55000035
1258,-84.2,30.65,,,SRDB,N-China,1863.54,18.9083337
1259,10.6,43.01,,,SRDB,N-China,813.7675,15.86666703
1260,-87.93,45.53,,,SRDB,N-China,1375.83333333333,6.858333277
1261,-52.35,-14.7,,,SRDB,N-China,1538.46,26.16666714
1262,-122.98,49.12,,,SRDB,N-China,184.325,10.65833362
1263,16.23,38.5,,,SRDB,N-China,712.53,16.54166706
1264,-3.45,53.05,,,SRDB,N-China,485.243615384615,9.49807706876923
1265,128.433,36.833,,,SRDB,N-China,264.8,10.7666668
1266,-73.44,-40.17,,,SRDB,N-China,743.75,10.80833356
1267,-72.6,-41.53,,,SRDB,N-China,538.25,9.391666889
1268,-48.15,-2.41,,,SRDB,N-China,1097.5,27.40833378
1269,8.15,40.61,,,SRDB,N-China,720.875,17.69166692
1270,55.65,55.5,,,SRDB,N-China,737.75,3.458333611
1271,-3.1,39.28,,,SRDB,N-China,473.333333333333,15.18333362
1272,-84.05,10.43,,,SRDB,N-China,1730.61,22.95416713
1273,16.7,40.4,,,SRDB,N-China,428.185,16.566667
1274,2.85,51.1,,,SRDB,N-China,568.9,10.65833357
1275,-0.45,50.96,,,SRDB,N-China,1318.66666666667,11.75833356
1276,172.2,-43.4,,,SRDB,N-China,730,10.33333357
1277,-156.41,20.89,,,SRDB,N-China,1147.0125,21.06666708
1278,3.5,36.9,,,SRDB,N-China,1101.08333333333,18.05833371
1279,-8.9,52.6,,,SRDB,N-China,817.6,9.216666718
1280,-0.54,52.23,,,SRDB,N-China,297.75,10.54166685
1281,-73.67,-41.87,,,SRDB,N-China,1131.82,10.87500016
1282,-1.92,39.67,,,SRDB,N-China,850.044444444444,12.78888905
1283,19.83,64.13,,,SRDB,N-China,892.08,3.466666639
1284,19.75,64.1,,,SRDB,N-China,582.12,3.466666639
1285,19.4,63.82,,,SRDB,N-China,933.66,4.100000078
1286,19.41,63.9,,,SRDB,N-China,714.42,4.100000078
1287,19.8,63.65,,,SRDB,N-China,635.04,4.591666898
1288,16.5,60.81,,,SRDB,N-China,313.74,6.150000034
1289,14.45,59.18,,,SRDB,N-China,446.04,7.383333441
1290,14.75,59.53,,,SRDB,N-China,697.41,6.108333377
1291,17.65,59.77,,,SRDB,N-China,752.22,7.625000177
1292,13.03,56.37,,,SRDB,N-China,786.24,8.416666784
1293,13.2,56.81,,,SRDB,N-China,854.28,8.158333387
1294,14.35,57.02,,,SRDB,N-China,593.46,7.441666957
1295,13.97,55.8,,,SRDB,N-China,543.375,8.666666808
1296,-122.76,38.08,,,SRDB,N-China,1937.128,15.95000029
1297,114,2.3,,,SRDB,N-China,1607.06181818182,25.758334
1298,6.7,48.5,,,SRDB,N-China,1152,9.720833477
1299,128.2,35.2,,,SRDB,N-China,1115.1,13.11666697
1300,19.4,46.87,,,SRDB,N-China,317.52,12.16666688
1301,1.8,41.3,,,SRDB,N-China,438.48,16.00000016
1302,10.95,56.4,,,SRDB,N-China,1402.38,8.28333335
1303,11.95,55.9,,,SRDB,N-China,601.02,8.94166676
1304,5.91,52.4,,,SRDB,N-China,370.44,10.70000019
1305,-3.46,53.05,,,SRDB,N-China,434.7,9.775000036
1306,2.42,42.62,,,SRDB,N-China,1015.6125,10.06666693
1307,-78.34,44.73,,,SRDB,N-China,640,6.016666667
1308,-52.87,-12.24,,,SRDB,N-China,888.056666666667,26.23888927
1309,140.5,40.65,,,SRDB,N-China,671,9.36111119066667
1310,127.2,37.6,,,SRDB,N-China,1181.25,10.81666689
1311,-94.88,47.47,,,SRDB,N-China,1058.4,3.433333362
1312,37.526,55.708,,,SRDB,N-China,647.05,6.891666823
