NO,Scale,Lon,Lat,Eco,flux,Observed temperature,T,LAI,SWC,SOC,MAT,TT
,Yearly,112.33,29.8,Wetland,697.1,17.41999351,5,1.108478261,0.263883167,0.6,17.57104614,5Y
,Yearly,116.03,44.8,Grassland,251.67,3.919993809,2,0.091086957,0.102047245,0.65,3.503151713,2Y
,Yearly,113.29,23.1,Grassland,919.8,22.2999934,6,0.200217391,0.16198764,0.86,23.0073618,6Y
,Yearly,119.98,30.1,Forest,1392.64,17.5999935,5,4.430666667,0.156148768,1.12,18.08420402,5Y
,Yearly,100.98,21.82,Cropland,1213.2,23.33999337,6,2.202222222,0.054977015,1.26,23.29578285,6Y
,Yearly,100.85,21.83,Cropland,1527.6,21.28999342,6,3.286,0.04874406,1.17,21.21894079,6Y
,Yearly,100.83,21.83,Forest,1462.8,21.28999342,6,3.286,0.04874406,1.26,21.21894079,6Y
,Yearly,112.52,23.17,Forest,1075.41,22.82999339,6,5.403913044,0.260506662,1,22.81104602,6Y
,Yearly,113.88,29.7,Forest,3560,16.98999352,5,1.288,0.404007745,1.24,17.63841455,5Y
,Yearly,110.98,34.51,Cropland,813.13,14.95999356,5,0.513913043,0.084104539,0.36,14.68367778,5Y
,Yearly,120.16,30.27,Wetland,1273.44,17.6099935,5,0.85,0.216582547,0.86,17.94736192,5Y
,Yearly,114.26,37.88,Grassland,495.18,12.92999361,4,0.779782609,0.068647209,0.36,13.18525676,4Y
,Yearly,114.26,37.88,Cropland,910.98,12.92999361,4,0.779782609,0.068647209,0.36,13.18525676,4Y
,Yearly,103.97,35.74,Grassland,850.3333333,-1.920006061,1,0.64173913,0.073824647,3.02,-2.304742894,1Y
,Yearly,105.48,31.27,Cropland,462.8,17.03499352,5,1.276251208,0.103897621,0.75,17.37525667,5Y
,Yearly,109.98,26.92,Cropland,711.45,18.28999349,5,3.275869565,0.102333591,1.24,17.73788824,5Y
,Yearly,114.7,37.88,Cropland,445.3,14.24999358,5,0.522,0.03672776,0.63,14.43051989,5Y
,Yearly,111.93,31.97,Forest,539.9256026,16.34749353,5,2.295597826,0.179135958,1.45,16.38630932,5Y
,Yearly,102.64,37.96,Cropland,414.855,9.149993692,3,0.417041063,0.065118992,1.12,9.9842042,3Y
,Yearly,120.8,23.68,Forest,1141.25,18.07999349,5,4.092445652,0.165377464,1.8,17.46367772,5Y
,Yearly,100.63,22.2,Forest,542.43,20.55999344,6,4.820434783,0.069553181,0.98,20.21262502,6Y
,Yearly,108.9,18.6,Forest,1433.5,24.07999336,6,2.811086957,0.59877939,1.17,24.74999334,6Y
,Yearly,115.05,26.74,Forest,773.1,19.73999346,5,2.029130435,0.157953929,1.12,19.39157241,5Y
,Yearly,126.62,47.43,Cropland,296.5,2.827493833,2,1.171318841,0.095771569,1.95,3.129467511,2Y
,Yearly,104.41,36.03,Cropland,563.925,5.289993778,3,0.181630435,0.071933843,0.46,4.836309578,3Y
,Yearly,116.83,40.5,Wetland,892.332,10.31999367,4,1.521521739,0.064946224,0.65,11.54315153,4Y
,Yearly,102.75,25.05,Forest,529.25,16.35999353,5,0.260434783,0.080863095,0.98,16.03420406,5Y
,Yearly,125.45,51.4,Forest,920,-2.270006053,1,1.247608696,0.095392406,0.74,-1.670006066,1Y
,Yearly,103.25,29.53,Forest,553.5,13.97999358,5,3.865869565,0.08399094,0.74,13.58525675,5Y
,Yearly,112.9,22.68,Shrubland,727,22.2999934,6,1.535434783,0.421868514,1.26,22.68157234,6Y
,Yearly,116.88,34.3,Cropland,371.1,15.77999354,5,1.001086957,0.078593593,0.7,15.40946724,5Y
,Yearly,101.27,21.91,Forest,636.5,22.96999338,6,4.265,0.067708145,1.17,22.57946708,6Y
,Yearly,101.24,21.94,Forest,509,22.96999338,6,4.484565217,0.062525355,1.12,22.57946708,6Y
,Yearly,118.2,29.2,Forest,558.18,15.60999355,5,4.900434783,0.094119485,3.07,16.53209879,5Y
,Yearly,115,37.33,Cropland,1825,14.62999357,5,0.671304348,0.058464258,0.6,14.46209884,5Y
,Yearly,89.74,28.47,Forest,1280,-2.330006051,1,0.055869565,0.076427368,1.41,-2.515795521,1Y
,Yearly,89.86,28.47,Forest,1450,1.389993865,2,0.046956522,0.073147269,0.65,1.148941239,2Y
,Yearly,111.45,28.91,Cropland,592.125,17.7337435,5,1.515625,0.236152464,1.12,17.45894087,5Y
,Yearly,116.57,36.83,Cropland,607.45,15.43999355,5,0.889347826,0.057935849,0.49,14.57736199,5Y
,Yearly,107.68,35.2,Cropland,330,9.479993685,3,0.700222222,0.056546071,0.65,10.42894103,3Y
,Yearly,116.44,40.18,Cropland,1610.28,13.1599936,5,0.474565217,0.0289901,0.83,12.88841466,5Y
,Yearly,107.67,35.21,Cropland,432.81,11.16249365,4,0.727392512,0.070454261,0.65,11.12525681,4Y
,Yearly,112.2,23.2,Forest,709.13,22.58999339,6,3.236521739,0.157697069,1.26,22.53473023,6Y
,Yearly,107.22,37.7,Desert,234.25,8.989993696,3,0.080217391,0.087502206,0.43,8.486309496,3Y
,Yearly,112.5,23.15,Forest,1057.283333,20.87499343,6,4.211782609,0.356069261,1.26,21.15420395,6Y
,Yearly,117.6,26.2,Forest,1055,19.30999346,5,3.733555556,0.091179898,1.24,19.83946714,5Y
,Yearly,117.45,27.7,Forest,957.0666667,15.62999355,5,3.994347826,0.144595325,1.02,15.57473039,5Y
,Yearly,106.8,26.85,Forest,567,12.71999361,4,1.297391304,0.083621343,1.08,13.73999359,4Y
,Yearly,111.94,33.55,Forest,564.6775,10.79999366,4,3.046521739,0.057672674,0.7,10.63946734,4Y
,Yearly,111.13,31.9,Forest,531.15,11.56999364,4,3.716521739,0.077606774,1.45,11.9257831,4Y
,Yearly,105.18,31.25,Forest,688.5933333,17.6999935,5,0.799782609,0.123801701,0.75,17.40420403,5Y
,Yearly,118.16,26.67,Forest,842.89,19.67999346,5,3.234347826,0.079331885,1.24,19.48999346,5Y
,Yearly,119.7,30.45,Forest,1442.68,11.82999363,4,3.18673913,0.113167748,1.8,11.89946731,4Y
,Yearly,109.88,27.05,Forest,612.37,14.28999358,5,4.003695652,0.105751973,1.16,13.93104622,5Y
,Yearly,113.03,28.1,Forest,1039.69,17.8499935,5,0.363333333,0.127415954,1.12,18.1768356,5Y
,Yearly,120.75,33.03,Forest,1084.26625,14.87999356,5,0.947608696,0.441659927,0.46,15.35736197,5Y
,Yearly,114.34,30.03,Forest,230.97,18.06999349,5,0.841521739,NA,0.83,17.97104613,5Y
,Yearly,103.1,32.75,Forest,744.706,-1.590006068,1,0.900444444,0.083267076,3.02,-1.251585023,1Y
,Yearly,113.87,33.32,Forest,410.57,15.68999355,5,0.767173913,0.098521589,0.98,15.72630933,5Y
,Yearly,110.98,30.83,Forest,197.0133333,17.8199935,5,2.396086957,0.067979969,1.16,16.84894089,5Y
,Yearly,107.85,35.65,Cropland,588.6273276,10.57399366,4,0.604391305,0.062787433,0.65,11.05946733,4Y
,Yearly,104.74,35.47,Cropland,41.1575,6.769993745,3,0.178222222,0.051876215,0.65,7.363677942,3Y
,Yearly,113.13,28.3,Cropland,328.53,17.6599935,5,1.267173913,0.405271481,1.12,18.13999349,5Y
,Yearly,106.45,29.85,Cropland,960.01,18.50999348,5,1.925,0.204376909,1.45,19.02525663,5Y
,Yearly,124,44.5,Cropland,1464.285,5.379993776,3,0.387391304,0.09910267,2.94,6.517362172,3Y
,Yearly,106.25,29.56,Cropland,673.4025,16.73999352,5,1.666304348,0.260287894,1.12,17.15683562,5Y
,Yearly,116.43,28.34,Cropland,211.14,18.77135711,5,0.897866532,0.209572186,1.24,18.82367769,5Y
,Yearly,125.52,44.2,Cropland,595.205,5.109993782,3,0.918695652,0.109976765,1.95,6.371572701,3Y
,Yearly,110.98,30.83,Cropland,190.71,17.8199935,5,2.396086957,0.067979969,1.16,16.84894089,5Y
,Yearly,114.34,30.03,Cropland,221.05,18.06999349,5,0.841521739,NA,0.83,17.97104613,5Y
,Yearly,102.58,33.1,Grassland,355.685,3.354993822,2,1.151739131,0.187701182,1.95,2.752625414,2Y
,Yearly,118.5,31.5,Wetland,892.915,16.61999352,5,0.708478261,0.298381011,1.45,17.04578299,5Y
,Yearly,119.6,26.05,Wetland,759.18,20.73999343,6,0.923695652,0.455211016,0.46,20.69262501,6Y
,Yearly,119.62,26,Wetland,1125.71,20.60999344,6,1.192173913,0.387013208,0.46,20.5889408,6Y
,Yearly,120.37,33.5,Wetland,401.505,14.53999357,5,0.773333333,0.227603031,0.6,15.13315145,5Y
,Yearly,121.13,30.3,Wetland,1128.425,17.31999351,5,0.611086957,0.219240639,0.45,17.76736192,5Y
,Yearly,106.84,22.11,Forest,1797.115,21.63453887,6,2.611132457,0.095830991,0.98,21.64525657,6Y
,Yearly,118.99,37.76,Wetland,321.6686,13.4199936,5,0.454347826,0.320794953,0.6,13.8036778,5Y
,Yearly,104.76,35.46,Cropland,93.31444444,7.709993724,3,0.282391304,0.074997728,0.65,7.363677942,3Y
,Yearly,119.75,30.17,Forest,1225.1,17.37999351,5,1.521086957,0.049363399,3.07,16.88367773,5Y
,Yearly,108.01,34.3,Cropland,190.8987641,14.279236,5,0.565517357,0.084378337,1.12,14.3142041,5Y
,Yearly,111.32,30.72,Wetland,40.47,16.84999352,5,1.386956522,0.185305389,0.75,17.26736193,5Y
,Yearly,106.82,22.45,Forest,732.9259223,22.58999339,6,2.075,0.087235129,1.2,22.19420393,6Y
,Yearly,119.17,32.3,Forest,819.305,16.56499353,5,1.009891304,0.394467563,1.12,16.56788826,5Y
,Yearly,109.08,18.75,Forest,1239,21.78999341,6,5.445652174,0.220323071,0.98,22.26051971,6Y
,Yearly,109.42,36.42,Cropland,951.36,9.159993692,3,1.015217391,0.067529801,0.79,9.601572629,3Y
,Yearly,119.29,29.48,Cropland,980.71,18.47999348,5,3.033695652,0.072288141,3.07,18.34578296,5Y
,Yearly,109.58,26.78,Forest,168.822,16.75817534,5,3.078786653,0.089806581,1.8,16.77946721,5Y
,Yearly,110.1,21.3,Forest,1041.802,23.86999336,6,1.206304348,0.273282955,2.25,23.65999337,6Y
,Yearly,116.3,44.1,Grassland,332.2,4.239993802,2,0.158043478,0.103633481,1.28,3.135256984,2Y
,Yearly,109.4,35.8,Cropland,550.88,12.30999362,4,0.912826087,0.078967274,0.65,12.45525678,4Y
,Yearly,100.2,25.7,Cropland,345.5,12.08999363,4,2.131086957,NA,0,11.91788837,4Y
,Yearly,115.5,38.9,Cropland,205.7,13.3549936,5,0.542934783,0.050888724,0.63,13.51578307,5Y
,Yearly,116.7,43.6,Grassland,257.2466667,2.949993831,2,0.177391304,0.106347941,0.5,1.928941222,2Y
,Yearly,103.28,30.41,Wetland,977.8,15.04999356,5,2.895434783,0.068433329,0.75,15.12736198,5Y
,Yearly,117.08,33.69,Cropland,736.88,15.92726627,5,0.987310415,0.099933967,0.6,15.94473038,5Y
,Yearly,119.42,30.14,Forest,902.65,14.79749357,5,3.275652174,0.068431465,3.07,14.72367778,5Y
,Yearly,103.38,30.33,Cropland,46.25666667,16.64999352,5,2.229347826,0.096074173,2.41,16.71157247,5Y
,Yearly,122.17,53.24,Wetland,426.6266667,-4.280006008,1,1.959130435,0.148992672,0.74,-5.403163877,1Y
,Yearly,127.44,45.37,Forest,579.0125,3.852266538,2,1.960768453,0.143411399,0.82,3.803678022,2Y
,Yearly,118.25,37.36,Wetland,357.07,15.18666022,5,0.775072464,0.084376684,0.42,14.25367779,5Y
,Yearly,118.33,28.37,Forest,860.11,17.20953897,5,1.075869565,0.122330227,6.74,17.26262509,5Y
,Yearly,106.86,22.05,Forest,851.47,20.70317525,6,2.446370071,0.090561496,1.45,20.7189408,6Y
,Yearly,119.21,30.1,Forest,415.735,14.68999357,5,2.889347827,0.073453991,1.8,14.157362,5Y
,Yearly,108.94,18.64,Forest,993.763,21.90599341,6,6.718217391,0.34321875,0.73,22.37946708,6Y
,Yearly,125.33,44.12,Cropland,136.5393548,6.219993758,3,1.025071373,0.091475345,1.95,6.537888487,3Y
,Yearly,119.4,30.28,Forest,1196.223333,17.00999352,5,2.648913043,0.071227184,3.07,16.19473038,5Y
,Yearly,113.18,28.24,Forest,1213.2,17.7799935,5,0.690217391,0.07253928,1.45,18.13999349,5Y
,Yearly,119.42,25.58,Forest,1120.75,21.36999342,6,0.688913043,NA,0.98,21.13525658,6Y
,Yearly,112.46,30.53,Cropland,774.0625,17.42999351,5,0.85326087,0.411175796,1.12,17.30736193,5Y
,Yearly,83.2,44.52,Forest,145.515,6.909993742,3,0.104565217,0.093942147,0.41,7.052099002,3Y
,Yearly,111.13,32.45,Forest,563.275,13.92999359,5,3.020978261,0.174635831,0.4,14.11473042,5Y
,Yearly,117.36,26.19,Forest,669.835,19.44499346,5,5.246521739,0.057234698,1.24,19.3178882,5Y
,Yearly,120,33.68,Forest,1073.486667,15.26999356,5,1.086956522,0.163818188,0.6,15.27209882,5Y
,Yearly,114.3,34.82,Grassland,1045.42,15.69999355,5,0.485434783,0.069621465,0.6,15.55999355,5Y
,Yearly,119.5,30.2,Forest,379.46,15.06499356,5,3.297826087,0.048313376,3.07,14.72367778,5Y
,Yearly,118.71,32.21,Cropland,698.18,16.7277208,5,0.734347826,0.106169394,1.12,16.49946721,5Y
,Yearly,110.92,30.77,Forest,1096.51,14.29999358,5,2.391521739,0.106151648,1.2,14.257362,5Y
,Yearly,115.81,28.75,Forest,3325.02,19.40999346,5,1.857608696,0.534552366,1.12,18.94525663,5Y
,Yearly,104.58,27.58,Forest,1023.99,12.29862999,4,2.709848332,0.0720271,1.16,12.36051994,4Y
,Yearly,112.53,22.78,Forest,1992.42,22.75999339,6,2.306304348,0.20944554,1.12,22.83420391,6Y
,Yearly,100.35,38.9,Cropland,140.2985714,8.197136571,3,0.429567978,0.073396612,1.12,8.308414763,3Y
,Yearly,118.9,37.7,Wetland,850.67,13.92590268,5,4.802391304,0.381274683,0.46,13.92578306,5Y
,Yearly,104.73,35.47,Cropland,718.15,7.367721005,3,0.420434783,0.064544592,0.65,7.363677942,3Y
,Yearly,113.22,28.29,Wetland,111.69,18.12726622,5,1.112391304,0.419668155,1.12,18.19157244,5Y
,Yearly,122.28,53.39,Forest,644.4683333,-4.225006009,1,2.317391305,0.100873123,0.74,-4.614216527,1Y
,Yearly,109.88,18.74,Forest,1210.62,20.66044798,6,5.835,0.244071411,0.98,20.61630923,6Y
,Yearly,108.07,34.3,Cropland,249.5,13.98999358,5,0.549565217,0.076070737,1.12,14.3142041,5Y
,Yearly,108,34.4,Cropland,167.69625,13.64999359,5,0.656304348,0.085850282,1.15,13.62473043,5Y
,Yearly,108.07,34.28,Cropland,308.9460318,14.80553902,5,0.606086957,0.090897532,1.12,14.3142041,5Y
,Yearly,108.67,34.3,Cropland,768.09,14.58544812,5,0.328913043,0.074564948,1.12,14.55315147,5Y
,Yearly,109.59,35.17,Cropland,156.4666667,13.77999359,5,0.545652174,0.077640823,1.12,13.86578306,5Y
,Yearly,108.17,34.5,Cropland,704.3175,14.42999358,5,0.544782609,0.07888058,1.12,13.45367781,5Y
,Yearly,127.54,45.41,Forest,768.3083333,4.173327136,2,1.848623188,0.127312851,1.95,3.356835927,2Y
,Yearly,127.57,45.33,Cropland,438.35,3.229993824,2,2.455434783,0.101157107,0.74,2.748941203,2Y
,Yearly,105.3,27.5,Forest,1388.105,12.07999363,4,2.182826087,0.069783683,1.45,11.51578311,4Y
,Yearly,116.4,25.7,Forest,952,19.54999346,5,2.654239131,0.082403378,1.12,19.07051979,5Y
,Yearly,103,30.07,Forest,966.4690206,10.32893306,4,3.305925177,0.090089614,1.45,10.11157262,4Y
,Yearly,117.45,26.17,Forest,768.6582755,20.63635707,6,4.516142568,0.07734538,1.24,20.35999344,6Y
,Yearly,111.5,33.45,Forest,603.73,13.3049936,5,2.529673913,0.069773895,1.06,13.86578306,5Y
,Yearly,108.9,18.8,Forest,414.77,18.94999347,5,6.811847826,0.602404823,1.24,19.26894083,5Y
,Yearly,110.98,34.52,Cropland,910.73,14.95999356,5,0.513913043,0.084104539,0.36,14.68367778,5Y
,Yearly,119.72,30.23,Forest,426.795,17.9749935,5,1.507282609,0.085428283,3.07,17.63262508,5Y
,Yearly,108.08,34.27,Cropland,797.7066667,14.32772085,5,0.557957533,0.082996976,1.12,14.3142041,5Y
,Yearly,119.58,30.32,Forest,399.245,13.1399936,5,4.280222222,0.115493922,3.07,13.89999359,5Y
,Yearly,111.57,33.72,Forest,1373.0075,8.719993702,3,2.744222222,0.049321569,0.74,8.844204225,3Y
,Yearly,120.17,31.35,Wetland,145.84,17.8299935,5,1.148043478,NA,0,17.35736193,5Y
,Yearly,116.29,31.25,Wetland,89.07,12.03999363,4,1.737391304,0.152125721,1.12,12.21104626,4Y
,Yearly,109.14,36.92,Cropland,169.0763336,8.159993714,3,0.421304348,0.064933525,0.65,8.256835817,3Y
,Yearly,108.06,34.26,Cropland,296.9933813,13.98999358,5,0.549565217,0.076070737,1.12,14.3142041,5Y
,Yearly,109.9,19.88,Cropland,985.7136562,24.60226607,6,1.658043478,0.563910687,2.25,24.61683545,6Y
,Yearly,118.86,32.16,Cropland,673.944009,16.68999353,5,0.754239131,NA,0,16.52946721,5Y
,Yearly,116.6,32.2,Cropland,274.7862201,16.08999354,5,1.436956522,0.192198044,1.12,16.40315142,5Y
,Yearly,113.83,34.56,Cropland,709.4663347,15.74599355,5,0.603217391,0.0545776,0.6,15.34630934,5Y
,Yearly,108.87,34.6,Cropland,1206.51064,15.55999355,5,0.635217391,0.055376802,1.15,15.06578303,5Y
,Yearly,108.17,34.25,Cropland,580.7985789,13.71499359,5,0.597717391,0.087480439,0.6,14.22209884,5Y
,Yearly,106.4,29.8,Cropland,1421.011364,19.08999347,5,2.270217391,0.056423125,1.2,18.77157242,5Y
,Yearly,129.08,46.88,Forest,487.645068,0.199993892,2,2.71076087,0.075283821,0.74,0.10052021,2Y
,Yearly,128.89,47.18,Forest,1169.429936,1.251993869,2,2.990331401,0.090985018,0.74,1.563678072,2Y
,Yearly,115,24.78,Forest,1592.88336,19.26666013,5,1.943825282,0.099359655,1.24,19.26367768,5Y
,Yearly,121.78,29.8,Forest,1409.160496,16.38499353,5,3.638532609,0.103505689,3.07,16.39630932,5Y
,Yearly,109.23,23.08,Forest,1098.155113,21.03090252,6,4.364130435,0.14466356,0.98,21.04683553,6Y
,Yearly,102.6,29.24,Forest,1069.593456,7.619993726,3,2.195652174,0.096660051,0.74,7.444204256,3Y
,Yearly,108.37,25.3,Forest,1219.242417,16.5777208,5,2.642826087,0.069588219,1.2,16.55683563,5Y
,Yearly,106.87,21.87,Forest,724.6908866,20.09999345,6,3.101304348,NA,1,20.12578292,6Y
,Yearly,103.26,29.54,Forest,592.5084595,13.3099936,5,3.656304348,0.078726761,0.74,13.58525675,5Y
,Yearly,103.5,29.67,Forest,564.9927003,18.78999348,5,2.431304348,0.106577458,1.16,18.52999348,5Y
,Yearly,119.4,30.23,Forest,522.6134173,16.27953899,5,3.825652174,0.086777073,1.12,16.19473038,5Y
,Yearly,118.2,26.83,Forest,1061.903529,19.42272074,5,4.508695652,0.1141799,1.24,19.46104609,5Y
,Yearly,120.58,29.12,Forest,1050.286251,14.79999357,5,4.124130435,0.106961124,3.07,14.32104621,5Y
,Yearly,92.02,31.44,Grassland,334.7321658,0.239993891,2,0.205,0.12894227,0.7,0.158414946,2Y
,Yearly,119.38,31.21,Wetland,115.7216506,15.93635718,5,1.306956522,0.342440495,0.74,16.0052567,5Y
,Yearly,119.38,31.2,Wetland,107.7155731,16.30181171,5,1.306956522,0.351299961,3.07,16.36262511,5Y
,Yearly,119.41,31.16,Wetland,54.25227272,14.91772084,5,1.698043478,0.339364469,0.53,14.96262514,5Y
,Yearly,119.43,31.16,Wetland,52.73873984,14.91772084,5,2.323695652,0.339364469,0.53,14.96262514,5Y
,Yearly,112.33,30.28,Wetland,65.25569601,17.96999349,5,0.537391304,0.229674062,0.6,17.38367772,5Y
,Monthly,127.73,43.91,Forest,1087.822967,19.73666012,5,6.357777778,0.082895015,0.74,3.036309618,2M
,Monthly,109.25,36.73,Grassland,917.981424,16.68953898,5,0.935,0.059268277,0.65,9.355783161,3M
,Monthly,119.7,30.23,Forest,1154.708908,22.52044794,6,3.15375,0.133252761,3.07,17.10262509,5M
,Monthly,119.4,30.28,Forest,1350.592272,23.46999337,6,2.6475,0.050787482,3.07,16.19473038,5M
,Monthly,119.4,30.28,Forest,1284.060142,19.07999347,5,1.8525,0.114680581,3.07,16.19473038,5M
,Monthly,103.78,28.67,Forest,918.5887309,14.34999358,5,3.14,0.070046348,1.16,13.38315149,5M
,Monthly,117.33,31.24,Cropland,945.1514401,20.10999345,6,1.4,0.557128429,1.12,16.76788826,5M
,Monthly,105.3,27.5,Forest,1073.426152,7.539993728,3,1.0625,0.074485458,1.45,11.51578311,4M
,Monthly,108.76,18.38,Forest,1157.120173,24.95499334,6,0,NaN,NA,24.92894071,6M
,Monthly,121.5,50.91,Forest,1119.364013,13.58453905,5,1.349375,0.233269066,0.74,-5.244742828,1M
,Monthly,113.87,29.72,Forest,1103.76,18.39999349,5,0.9475,0.545454513,0.83,18.00420402,5M
,Monthly,124.77,46.7,Cropland,1513.802286,22.3899934,6,0.91,0.196091719,2.94,4.600520109,2M
,Monthly,111.78,33.33,Forest,934.2044254,24.00999336,6,3.683333333,0.055789426,0.98,14.57473041,5M
,Monthly,110.3,31.47,Forest,1181.96045,12.87999361,4,6.445,0.049002272,0.74,2.449993842,2M
,Monthly,87.19,43.49,Forest,938.707948,9.429993686,3,1.125,0.072567217,1.65,0.619467567,2M
,Monthly,109.25,36.73,Grassland,939.6807149,20.64453889,6,1.3475,0.072849818,0.65,9.355783161,3M
,Monthly,103.26,29.54,Forest,963.2475677,16.50999353,5,5.2825,0.12146166,0.74,13.58525675,5M
,Monthly,109.25,36.73,Forest,1014.419143,15.46181173,5,2.262916667,0.071299286,0.65,9.355783161,3M
,Monthly,117.73,26.51,Forest,942.8368378,14.83499356,5,4.7575,0.084929117,1,19.65104609,5M
,Monthly,119.7,30.45,Forest,942.9264729,12.00999363,4,3.44,0.101898598,1.8,11.89946731,4M
,Monthly,127.73,43.91,Forest,979.9559711,18.79666014,5,5.175833333,0.085526936,0.74,3.036309618,2M
,Monthly,85.49,44.17,Cropland,944.6129453,14.40999357,5,0.143333333,0.089117318,0.58,6.462625331,3M
,Monthly,108.37,25.3,Forest,1186.749746,18.17635713,5,3,0.075190382,1.2,16.55683563,5M
,Monthly,117.98,26.8,Forest,1127.439752,19.50999346,5,4.113333333,0.131749099,1.12,19.5847303,5M
,Monthly,122.53,43.73,Cropland,1666.832943,23.34635701,6,0.31,0.060602491,0.41,7.367362153,3M
,Monthly,109.42,36.42,Forest,1679.11729,15.94999354,5,2.0375,0.063735336,0.79,9.601572629,3M
,Monthly,119.65,30.23,Forest,1023.204706,24.73999334,6,3.535,0.132992283,1.12,17.10262509,5M
,Monthly,118.2,26.83,Forest,953.64864,11.39635728,4,3.98,0.092567703,1.24,19.46104609,5M
,Monthly,119.39,30.19,Forest,1420.003695,23.38044792,6,4.195,0.119213824,1.12,16.5826251,5M
,Monthly,100.36,38.89,Cropland,1476.753585,20.90999343,6,1.58,0.058703624,1.12,8.308414763,3M
,Monthly,116.47,44.17,Grassland,1362.9465,21.33749342,6,0.706875,0.217968598,0.4,2.657362258,2M
,Monthly,119.42,30.14,Forest,962.1818181,22.32635703,6,3.3325,0.116537879,3.07,14.72367778,5M
,Monthly,109.5,35.4,Cropland,963.8512527,11.75999363,4,0.225,0.073207714,1.12,12.89999361,4M
,Monthly,100.03,39.25,Grassland,1101.547851,19.38999346,5,0.635,0.074996062,0.49,8.832625278,3M
,Monthly,115.41,38.81,Cropland,1229.773197,21.74999341,6,0.5575,0.045594081,0.63,13.51578307,5M
,Monthly,117.73,26.51,Forest,968.78592,11.9077209,4,4.4725,0.076912477,1,19.65104609,5M
,Monthly,128.02,41.98,Grassland,1407.340674,13.50999359,5,4.8875,0.086607866,7.75,-3.995795488,1M
,Monthly,119.43,30.33,Forest,2797.247189,24.47332668,6,4.816666667,0.057820613,3.07,13.2299936,5M
,Monthly,117.33,31.24,Cropland,1109.922368,23.96999336,6,1.5775,0.458287209,1.12,16.76788826,5M
,Monthly,120.43,30.42,Forest,974.9975564,21.46999342,6,0.84,0.194558287,1.12,17.79104613,5M
,Monthly,111.13,31.9,Forest,1067.665515,12.28999362,4,2.2825,0.111751772,1.45,11.9257831,4M
,Monthly,102.6,29.24,Forest,987.7983437,11.11999365,4,2.73125,0.094301634,0.74,7.444204256,3M
,Monthly,109.85,18.73,Forest,976.1937264,21.84499341,6,5.77,0.240250757,0.98,20.61630923,6M
,Monthly,119.05,26.02,Cropland,983.5086927,21.9999934,6,4.22,0.099107698,1.24,18.38262506,5M
,Monthly,119.39,30.19,Forest,1448.308993,21.20226615,6,4.64125,0.124333157,1.12,16.5826251,5M
,Monthly,103,30.07,Forest,1101.151973,14.50499357,5,3.7575,0.157984652,1.45,10.11157262,4M
,Monthly,109.08,18.75,Forest,986.2164979,23.17999338,6,5.086666667,0.210209131,0.98,22.26051971,6M
,Monthly,105.63,34.62,Forest,986.9468717,14.74999357,5,1.3275,0.074083209,0.65,9.213151585,3M
,Monthly,116,41.9,Grassland,988.1843443,20.61999344,6,2.2775,0.253435284,1.28,2.743678046,2M
,Monthly,112.67,37.53,Cropland,1021.156635,21.86499341,6,0.57375,0.053599822,0.65,11.32683575,4M
,Monthly,119.42,30.14,Forest,989.6727272,9.032720967,3,2.385,0.066030504,3.07,14.72367778,5M
,Monthly,105.3,27.5,Forest,1103.140633,13.1599936,5,1.373333333,0.059466992,1.45,11.51578311,4M
,Monthly,120.12,30.35,Forest,992.5363123,22.30453885,6,1.1075,0.139092853,1.12,17.85473034,5M
,Monthly,120,33.68,Forest,1107.54432,14.66181175,5,1.143333333,0.168607176,0.6,15.27209882,5M
,Monthly,109.62,34.45,Cropland,996.1711519,17.09999351,5,0.78,0.071214885,1.12,16.27420406,5M
,Monthly,127.57,45.33,Cropland,997.5760582,18.91999347,5,5.685,0.19573316,0.74,2.748941203,2M
,Monthly,110.78,30.98,Forest,999.1513037,22.99999338,6,3.4775,0.146075979,1.2,16.18104617,5M
,Monthly,117.45,26.17,Forest,1146.970627,20.47999344,6,4.59,0.069921643,1.24,20.35999344,6M
,Monthly,128.86,47.18,Forest,1225.685745,19.87499345,5,7.38125,0.087836955,0.74,1.563678072,2M
,Monthly,123.93,42.36,Cropland,1423.728425,22.77999339,6,2.87,0.090784531,1.12,7.197888472,3M
,Monthly,114.6,27.67,Forest,1391.331108,21.01499343,6,3.74375,0.203257406,1.24,16.00683564,5M
,Monthly,116.25,39.53,Forest,1181.51209,21.51666008,6,1.1825,0.037409305,0.6,13.62578307,5M
,Monthly,102.7,31.46,Forest,1009.435824,4.679993792,2,2.955,0.071263298,3.02,-2.417374471,1M
,Monthly,125.47,51.37,Forest,1010.307479,9.559993683,3,1.7475,0.106660141,0.74,-1.670006066,1M
,Monthly,112.86,29.53,Forest,1013.162779,18.59999348,5,0.876666667,0.278304416,1.12,18.01894086,5M
,Monthly,127.2,49.22,Forest,1019.432421,13.2899936,5,0.505,0.076210934,0.74,0.237888628,2M
,Monthly,109.08,18.75,Forest,1020.619751,16.84999352,5,5.375,0.340488106,0.98,22.26051971,6M
,Monthly,125.48,51.37,Forest,1022.271537,10.35408457,4,1.2,0.072942206,0.74,-1.670006066,1M
,Monthly,118.2,26.83,Forest,1027.957548,14.33135721,5,4.205,0.100133255,1.24,19.46104609,5M
,Monthly,127.57,45.33,Cropland,1030.913831,20.79999343,6,7.425,0.110604942,0.74,2.748941203,2M
